x,y,z
-69.217,-0.256,-27.449
-68.707,5.544,-29.779
-41.745,19.742,-27.695
-42.539,17.87,-28.939
-41.745,19.706,-27.703
-86.957,-0.614,-37.187
-80.991,-0.478,-33.497
-67.111,7.396,-32.337
-68.229,7.022,-32.455
-66.665,5.94,-28.897
-73.835,5.7,-35.753
-35.995,-0.322,-36.791
-37.661,-8.126,-32.979
-29.375,-5.246,-31.967
-25.893,36.952,-46.877
-58.791,-5.114,-21.995
-63.141,-6.852,-26.255
-57.935,-8.7,-24.245
-66.815,3.876,-27.443
-67.121,-0.218,-26.419
-63.639,-3.456,-25.161
-66.811,-4.372,-27.145
6.541,40.448,-21.481
-31.695,31.032,-24.069
-33.999,30.322,-24.393
-62.713,-8.688,-29.047
-56.637,-10.546,-28.249
-63.145,6.416,-26.729
-47.519,-12.178,-21.561
-51.325,-10.758,-24.699
-46.723,-12.062,-22.437
-41.405,34.408,-46.877
-44.487,31.676,-46.877
-42.323,34.064,-41.823
-45.075,31.028,-45.219
10.913,-37.434,-7.517
13.597,-39.822,-11.101
13.613,-37.054,-10.189
-14.269,23.248,-6.235
-13.217,22.796,-6.743
-14.989,22.568,-9.977
-12.787,22.612,-6.953
-12.501,22.448,-7.259
-18.063,24.744,-6.209
-15.625,23.832,-5.571
15.041,-33.596,-12.489
13.157,-32.548,-10.705
10.001,-39.392,-22.049
10.525,-41.228,-24.195
-48.991,11.436,-20.281
-50.185,11.116,-19.949
-51.063,12.13,-16.641
-50.781,12.33,-16.417
-28.137,25.486,-9.989
-25.891,23.562,-9.051
-25.597,23.992,-9.693
-24.435,22.09,-9.635
-20.917,24.672,-9.017
1.581,-32.136,-17.709
-44.397,30.56,-38.679
-47.387,22.904,-38.161
-44.979,22.628,-31.235
-86.955,-1.242,-37.167
-80.687,-2.02,-33.809
-39.185,12.626,-29.937
-40.837,11.872,-28.767
-39.873,13.144,-29.479
-41.905,21.328,-27.547
-34.353,29.416,-15.545
-29.859,31.886,-19.239
-41.461,22.684,-26.789
-73.481,4.468,-38.643
-25.341,9.152,-36.319
18.013,-40.72,-19.461
16.121,-41.834,-17.417
17.711,-38.448,-22.395
12.459,-32.776,-22.655
13.275,-33.836,-25.205
-35.771,36.754,-44.945
-32.187,37.086,-46.877
9.885,-35.802,-28.777
19.537,-37.788,-18.047
16.387,-40.208,-14.223
-26.147,27.962,-12.497
9.891,-39.07,-22.433
-52.773,9.402,-18.781
-52.341,10.612,-17.291
-27.733,32.53,-26.371
-32.447,31.896,-25.307
-28.571,31.788,-25.243
8.347,36.248,-29.193
-31.647,31.05,-24.065
19.079,-39.55,-18.763
-24.009,26.126,-5.711
-22.103,26.328,-2.351
-38.919,35.438,-46.877
-35.159,36.908,-46.877
-21.175,24.424,6.607
-17.181,22.746,11.009
-63.641,3.106,-25.397
-63.911,-0.154,-24.727
-59.011,-0.034,-21.407
0.493,-33.744,-19.393
-30.497,29.242,-12.775
-25.785,31.116,-17.207
-22.265,29.598,-16.249
-47.839,-12.066,-21.245
9.469,-33.826,-28.037
10.581,-31.546,-8.981
-17.393,38.79,-1.825
-19.025,36.396,-3.919
-28.135,34.482,-28.327
-42.181,30.29,-32.969
16.831,-42.288,-20.323
13.369,-33.182,-25.619
5.625,37.526,-28.161
24.951,-10.87,18.537
10.051,-40.088,-20.923
10.501,-39.658,-20.657
-1.159,-39.74,0.297
-1.825,-37.36,1.039
-2.217,-37.716,1.065
-28.801,-0.096,-32.751
-74.943,-0.368,-30.501
-74.751,-2.22,-30.711
-21.941,35.446,-43.821
-23.961,33.026,-41.089
-24.811,36.272,-42.745
-73.393,-0.728,-40.571
8.475,-38.02,-6.135
9.713,-41.16,-8.341
5.361,-43.17,-7.679
0.325,-41.618,-3.313
-39.001,34.488,-39.849
-36.991,34.636,-36.265
-35.609,34.546,-40.389
3.229,-47.092,-13.277
-32.029,33.746,-41.043
-20.183,26.186,-40.539
-20.407,25.936,-40.683
-20.471,23.002,-42.129
-20.499,22.634,-42.311
-19.251,22.63,-42.193
-34.043,34.872,-38.159
-16.171,-23.3,-10.449
-16.999,-23.662,-10.053
-18.853,-26.262,-10.371
-41.469,16.446,-28.531
-41.479,16.472,-28.525
-28.577,31.774,-41.905
-30.823,34.092,-40.435
-28.801,35.326,-33.445
-20.061,-24.742,-9.735
-18.121,-23.992,-9.919
-13.873,21.684,-31.245
-15.283,19.536,-36.273
-15.791,24.068,-35.203
-13.807,18.292,-32.361
-16.611,16.144,-36.279
-15.627,14.772,-33.595
-13.213,-26.716,-15.047
-15.661,-23.038,-10.793
-17.469,26.866,-42.513
-16.675,24.818,-43.293
-17.233,26.94,-42.959
-17.785,29.056,-43.293
-18.041,29.158,-42.783
-17.095,24.522,-42.763
-27.609,32.346,-41.605
-29.669,33.274,-41.311
-26.401,34.282,-35.911
-1.021,-45.0,-14.931
-23.221,8.144,-31.695
-17.319,12.706,-34.683
-32.563,6.024,-32.401
-48.273,23.528,-45.495
-45.075,31.028,-46.877
-46.669,27.288,-46.877
-48.019,23.594,-46.877
-45.975,14.74,-45.491
-20.617,22.258,-42.507
-41.725,17.786,-28.081
-30.685,5.446,-32.103
-19.543,29.998,-46.877
-3.645,13.23,-15.723
-4.893,12.788,-15.803
-4.999,13.326,-17.101
-3.631,9.44,-18.471
-7.517,13.016,-21.403
-8.911,12.186,-22.313
-5.899,9.212,-22.483
-7.423,8.492,-23.541
-9.279,12.13,-23.789
-7.939,8.452,-25.081
-13.027,10.236,-27.679
-14.261,21.212,-46.877
-17.265,22.722,-46.877
-14.969,21.556,-45.771
-13.869,20.264,-46.877
-14.495,20.172,-45.577
5.203,11.044,-3.841
-21.113,29.74,-42.193
-19.715,30.06,-46.877
-19.755,30.052,-46.877
-20.011,29.984,-44.753
-19.575,30.012,-46.877
-21.169,-25.152,6.267
-23.067,-24.002,8.767
-24.369,-24.88,6.703
-22.587,-23.686,9.513
-24.701,-25.104,6.177
-39.499,9.708,-46.877
-42.721,12.212,-46.877
9.697,34.494,-29.857
11.019,34.908,-29.331
11.429,34.182,-27.699
9.063,36.742,-28.839
-11.055,15.046,-22.097
-13.771,16.652,-20.933
-13.093,17.212,-19.997
9.765,37.064,-27.157
-12.783,17.246,-19.073
-12.225,17.716,-18.489
-9.369,15.96,-20.141
-6.567,16.454,-15.495
-12.291,19.364,-14.283
-45.609,14.69,-39.245
-15.795,11.402,-27.291
-15.585,8.834,-29.489
-16.565,10.904,-28.391
-13.715,6.338,-29.173
-14.927,6.01,-30.499
-20.473,26.138,-40.681
-20.511,26.35,-40.635
3.867,12.242,-5.339
5.401,8.836,-5.509
5.557,9.8,-7.177
-17.169,17.312,-43.871
-17.619,15.596,-46.877
-17.419,15.888,-46.877
-17.783,22.9,-46.877
2.561,11.412,-10.793
0.611,14.15,-9.399
-18.163,22.92,-44.753
-17.491,21.824,-43.285
-17.805,22.924,-46.877
-5.819,35.242,-20.231
2.447,14.52,-2.795
0.227,30.532,-4.479
0.097,30.11,-5.021
-0.341,28.11,-8.515
1.227,32.894,-5.479
1.283,32.414,-4.571
-2.851,41.776,-29.647
-2.739,41.372,-30.941
-1.103,42.16,-30.061
-9.719,40.188,-20.551
-9.107,37.308,-21.781
-9.245,37.162,-20.727
6.497,35.842,-25.713
6.473,35.484,-26.039
6.415,35.794,-25.519
4.479,32.494,-23.977
7.657,37.474,-23.679
-8.499,46.026,-16.679
-5.169,48.04,-14.127
-4.369,49.274,-17.219
-0.959,43.104,-23.229
-4.241,39.892,-23.761
-10.051,39.574,-21.813
-7.561,42.424,-24.681
-8.617,39.648,-23.615
-7.745,46.968,-19.017
-5.613,49.264,-22.671
-10.299,42.084,-21.409
0.373,32.17,-3.211
1.023,30.686,-2.535
1.951,47.004,-23.793
1.261,45.284,-25.603
2.247,48.418,-27.279
2.083,47.65,-28.381
-10.601,15.12,-20.825
-17.189,19.384,-43.055
-17.287,21.706,-43.843
-17.909,32.794,-45.773
-19.857,31.532,-43.845
-19.691,30.19,-46.877
-19.329,30.606,-46.877
-17.461,33.442,-46.877
-27.877,-26.95,-3.247
-31.235,-26.66,-1.713
-31.695,-26.52,-2.201
-31.145,-26.684,-1.639
-28.703,-26.192,-7.721
-6.055,-14.482,17.089
-10.767,-15.326,19.101
-5.157,-17.096,16.121
-18.917,35.552,-46.049
-18.177,34.234,-45.577
-17.585,34.462,-46.877
-33.105,-26.344,-3.861
-33.683,-26.166,-5.889
4.653,49.198,-24.197
6.421,48.494,-23.727
-2.969,50.216,-25.343
-2.535,51.036,-21.217
-0.199,51.282,-25.513
-13.607,16.276,-21.359
-13.605,16.288,-21.343
9.831,37.048,-25.589
-1.707,47.208,-12.605
4.975,48.352,-18.775
7.187,46.504,-18.111
8.847,44.776,-17.305
10.853,45.03,-22.225
10.313,42.18,-16.845
7.627,40.846,-13.183
9.481,37.974,-15.941
-19.765,18.782,-41.381
-19.823,18.456,-41.291
-19.755,18.834,-41.395
-2.207,9.36,-16.945
-14.137,28.716,-46.877
-18.897,29.902,-46.877
-14.933,29.044,-45.497
-13.665,27.872,-46.877
-13.661,26.902,-46.877
-17.233,23.536,-46.877
1.879,8.884,-14.221
-1.461,-16.388,13.233
-19.903,18.274,-41.297
-19.265,15.084,-42.743
3.899,11.662,-4.297
-17.379,15.948,-46.877
-14.497,18.662,-46.047
-16.805,17.682,-44.393
-19.049,14.256,-46.877
-19.853,13.87,-46.877
-50.637,-12.874,-16.497
-47.363,-15.786,-20.885
-50.275,-13.984,-16.723
-47.995,-12.034,-21.085
-20.999,-22.766,11.927
-17.175,-23.534,10.691
-20.415,-22.428,12.813
-43.651,14.238,-33.353
-38.699,9.862,-38.401
-14.579,9.248,-28.235
-11.779,-23.506,-14.711
-15.605,-23.006,-10.837
-14.645,12.4,-26.613
-14.041,19.108,-46.877
-3.659,8.988,-16.981
-22.157,8.384,-30.027
-13.049,-21.04,-12.665
-13.827,-21.668,-12.119
-41.573,13.746,-30.331
-14.973,-22.532,-11.293
-1.501,42.93,-31.987
-0.323,43.748,-31.561
7.525,37.334,-23.885
7.485,37.292,-23.939
4.885,35.522,-23.607
-20.953,9.262,-29.743
-14.197,26.222,-45.497
-14.329,27.698,-45.163
-20.907,4.142,-32.209
-20.991,1.738,-32.697
0.577,12.552,-12.705
-17.867,22.998,-46.877
-17.907,22.986,-46.877
-27.575,-26.422,1.877
-27.687,-26.444,1.723
-27.469,-26.45,1.797
-27.825,-26.462,1.585
-26.019,-25.81,4.163
-24.415,-26.002,3.743
-45.721,14.808,-46.877
-47.163,20.322,-46.877
-40.465,13.586,-29.095
-17.783,23.102,-46.877
-17.747,23.134,-46.877
-15.573,13.044,-26.109
-14.745,14.402,-24.125
-1.399,44.88,-24.909
-2.761,45.956,-24.815
-2.763,45.722,-25.305
-1.397,45.112,-24.421
-1.397,45.308,-23.999
-1.837,45.576,-24.137
-13.615,16.318,-21.307
11.179,31.406,-20.725
-9.251,-17.798,17.829
-21.281,15.082,-41.427
-21.565,14.91,-41.613
-0.395,14.378,-9.987
-25.525,10.528,-46.877
-27.813,9.666,-46.877
-22.937,11.704,-44.941
-28.459,9.626,-44.939
-14.871,-19.718,16.211
-19.049,14.256,-44.669
-20.021,17.964,-41.287
1.239,11.596,-11.365
-20.043,30.914,-43.367
-19.703,30.13,-46.877
-17.045,19.694,-43.669
-6.345,15.832,-14.433
-0.281,29.086,-5.999
1.489,17.876,0.211
-20.601,26.48,-40.699
-21.935,14.626,-41.819
-21.073,13.282,-44.791
-17.255,-17.694,17.793
-18.101,-19.91,16.263
-18.139,-20.018,16.187
-14.713,25.102,-30.291
-16.851,28.736,-33.821
-2.797,46.82,-24.645
-5.425,46.184,-24.749
-1.371,48.902,-16.213
3.373,46.604,-14.819
2.439,49.776,-19.725
2.085,20.332,2.041
-0.573,28.382,-6.513
-19.649,-21.456,14.195
-18.915,-20.756,15.165
-14.343,3.174,-30.891
-22.581,30.688,-40.393
-21.835,27.944,-41.433
-21.109,27.138,-41.027
1.307,31.622,-21.739
3.015,31.698,-23.007
2.425,28.318,-19.343
5.353,28.684,-21.711
8.939,36.652,-28.915
8.663,36.514,-28.889
9.019,36.7,-28.895
6.609,6.916,-5.551
0.477,43.546,-27.753
1.509,46.202,-29.909
8.937,31.684,-15.991
8.229,36.402,-13.995
6.499,35.432,-26.173
-31.993,9.27,-46.877
9.455,29.506,-21.939
-0.619,42.502,-29.511
0.089,44.02,-31.651
7.231,37.04,-24.263
-36.965,9.304,-45.093
-35.565,9.142,-46.877
-34.161,-26.106,-5.033
-18.301,35.388,-46.877
-21.877,36.232,-46.877
-21.405,35.274,-44.397
-20.631,33.404,-43.669
-21.023,33.294,-42.873
-55.937,-4.696,-19.737
-56.763,-3.92,-19.831
-54.205,-8.954,-21.181
-27.191,8.956,-38.105
-27.427,12.882,-44.061
-22.431,12.942,-41.379
-26.185,13.348,-44.063
-25.005,13.454,-43.567
-56.857,-3.516,-19.859
-57.001,-2.788,-19.883
-22.905,11.584,-46.877
-45.087,-24.274,-15.329
-46.293,-21.2,-18.131
-43.705,-21.98,-21.563
-22.713,36.34,-46.877
-43.103,-25.058,-18.789
-57.567,0.43,-19.871
-57.695,-0.032,-19.867
-57.197,1.758,-19.877
-56.829,2.914,-19.827
-56.803,2.984,-19.821
-18.827,12.758,-37.733
1.749,43.308,-23.007
2.331,42.998,-22.843
1.779,43.89,-23.195
8.043,28.678,-19.601
5.303,28.632,-17.195
-18.187,22.3,-12.789
-52.771,-9.792,-18.913
-20.033,21.328,-13.427
-20.039,21.33,-13.421
-54.751,-7.734,-19.163
-53.901,-8.318,-18.109
-16.275,28.176,-22.985
-18.707,20.476,-14.589
3.321,43.8,-10.721
-1.063,44.748,-9.445
3.601,39.96,-21.675
-55.699,-5.302,-19.691
-34.877,-26.05,-5.899
-44.271,-24.874,-14.387
-44.981,-24.296,-14.729
3.587,42.314,-22.477
2.481,42.92,-22.801
-22.025,14.528,-41.855
-56.573,3.724,-19.755
-58.795,4.992,-22.357
3.073,35.534,-21.895
-50.181,-11.488,-20.103
-52.339,-11.02,-17.441
-51.061,-12.546,-16.811
-32.799,10.05,-42.803
-31.613,10.92,-43.447
-28.015,12.664,-44.061
-53.905,7.916,-17.995
-54.211,8.816,-21.439
-54.787,7.376,-19.117
-55.447,5.79,-19.545
-56.129,4.142,-19.699
-19.701,20.416,-41.623
-19.601,19.658,-41.599
-50.649,-12.84,-16.491
-48.277,-11.992,-20.639
-39.499,9.708,-45.215
-20.003,25.918,0.115
-21.165,15.296,-41.431
-34.995,-26.216,-6.153
9.539,34.576,-16.477
-38.397,9.532,-46.877
-43.893,-17.152,-24.273
-21.483,12.974,-46.877
-20.923,13.448,-46.877
3.653,42.346,-22.481
-20.939,15.9,-41.375
-18.015,19.814,-15.421
-17.883,19.688,-15.581
-14.127,17.262,-20.107
-13.943,16.926,-20.539
-57.659,-0.188,-19.871
-57.285,-1.724,-19.897
-57.187,-2.132,-19.903
-16.785,18.848,-16.807
-14.679,25.122,-23.719
-40.001,10.248,-41.357
-33.687,9.914,-43.093
3.385,40.472,-8.729
1.797,44.184,-23.195
-43.117,-25.63,-13.853
-42.785,-25.86,-13.585
-22.425,14.138,-41.963
-4.215,27.33,-11.991
-0.505,26.408,-6.479
-0.441,25.422,-5.449
-5.059,22.492,-7.131
0.429,45.014,-23.221
-0.565,45.75,-23.909
-2.417,26.764,-7.871
-1.069,27.374,-7.383
5.495,40.462,-10.341
-5.755,25.484,-10.191
-6.089,25.844,-9.665
-6.401,25.896,-9.701
-3.785,26.024,-8.331
-1.225,34.024,1.475
1.107,29.658,-1.455
4.103,42.632,-22.383
5.053,41.928,-21.719
-3.535,46.02,-28.915
-3.291,48.096,-26.923
-0.467,48.836,-28.797
-0.433,49.614,-27.731
-14.043,34.104,-15.333
-9.829,29.228,-15.133
3.037,49.612,-21.863
3.071,50.04,-24.657
-5.247,23.59,-8.335
-12.503,22.488,-7.085
-12.567,22.716,-7.327
-3.409,26.212,-8.171
-2.709,46.104,-24.411
-2.761,46.136,-24.427
8.135,39.498,-20.953
7.083,40.144,-21.263
-3.795,34.438,4.571
-0.961,33.056,2.491
-0.131,32.966,-2.479
-1.147,34.2,-1.191
-0.417,33.314,-2.119
-2.411,35.842,-0.623
-2.469,35.916,-0.575
-12.357,26.33,-10.091
-11.955,27.806,-13.139
-14.903,29.5,-12.927
-3.241,44.064,-27.193
-3.367,44.454,-30.165
-3.031,42.81,-28.393
-3.435,45.066,-29.825
-0.039,50.616,-20.409
1.763,50.966,-25.083
6.943,40.23,-21.305
-10.471,21.796,-6.359
6.779,43.552,-13.853
-16.051,27.286,-9.615
4.861,35.59,-10.699
-2.537,35.958,-0.541
-3.129,44.594,-26.451
-1.877,43.22,-26.795
-1.765,43.75,-26.057
0.275,32.286,-2.933
-13.033,17.896,-26.255
14.295,-30.256,-12.865
12.903,-27.654,-12.361
-14.923,18.972,-16.935
11.453,-37.964,-21.257
15.655,-26.438,-16.655
17.885,-28.706,-20.357
17.351,-27.134,-21.005
10.889,-36.288,-22.979
13.691,-24.936,-18.047
10.297,-35.03,-24.319
12.491,-25.802,-20.387
14.265,-26.532,-22.777
12.089,-29.512,-23.235
-13.507,21.522,-24.867
-4.981,-39.634,1.387
-3.673,-42.084,-0.761
16.511,-28.63,-16.585
-28.263,32.598,-41.615
-8.309,-29.056,-13.583
-1.173,-26.846,-10.947
-5.477,-29.854,-15.121
5.441,36.114,-26.293
6.707,36.124,-25.311
6.829,36.364,-25.013
12.339,-34.588,-25.933
-17.079,24.584,-5.021
5.531,38.214,-27.803
6.067,34.546,-27.915
-1.079,-36.648,1.047
-16.095,-34.61,-10.077
-14.915,-32.542,-11.417
-14.045,-36.422,-12.185
-14.791,-38.974,-5.519
-13.141,-39.964,-9.011
-10.973,-42.48,-5.793
-24.327,32.748,-38.243
-22.021,33.732,-31.067
-19.529,31.9,-32.419
-20.703,32.634,-27.445
-18.251,31.1,-28.249
-14.493,-38.696,-0.657
-13.095,-41.04,-3.153
-10.717,-42.292,-1.133
-9.309,-43.694,-3.889
-6.629,-43.5,-2.035
-7.879,-40.624,1.073
-37.463,-10.124,-26.401
-33.547,-8.914,-29.137
-17.487,-29.128,-0.689
-3.415,-25.47,-9.503
-3.391,-25.668,-9.165
-2.799,-25.526,-8.669
-9.505,-27.814,-10.727
-26.965,32.174,-41.573
-18.483,30.398,-22.687
-16.553,28.984,-29.051
-3.817,-25.9,-9.321
-10.769,-31.304,-13.867
-12.889,-29.448,-10.837
-24.135,30.034,-42.117
-12.987,-34.092,-13.569
-15.761,-37.088,-7.479
2.107,-32.924,-0.649
-11.973,-39.978,0.909
-13.737,14.56,-28.117
-15.685,12.89,-26.251
-0.575,-26.178,-7.393
1.679,-25.932,-5.653
1.409,-26.542,-6.275
-31.129,26.704,-10.093
-21.301,32.098,-22.885
-23.979,29.54,-42.285
-33.401,7.612,-30.525
-36.985,11.328,-30.349
-31.119,24.796,-6.907
-28.409,24.526,-7.811
-49.209,15.536,-19.961
-47.563,17.05,-22.575
-27.795,14.164,-43.625
-35.945,26.99,-9.679
-36.311,10.97,-30.365
-37.657,26.694,-9.651
-36.851,26.592,-8.625
-39.549,26.65,-10.843
-27.321,32.114,-25.637
-27.883,26.35,-2.881
-27.475,25.782,2.155
-32.041,25.69,-2.129
-31.251,26.024,-1.351
-31.155,26.06,-1.277
-50.775,12.36,-16.429
-50.515,13.996,-17.061
-16.717,16.474,-46.877
-39.863,26.652,-11.039
-39.817,26.652,-11.009
-25.261,33.346,-26.015
-43.703,15.43,-26.965
-49.009,17.57,-17.339
-49.127,17.298,-17.309
-48.339,19.702,-16.541
-22.419,33.268,-26.763
-42.781,26.006,-13.051
-40.687,26.47,-11.605
-35.231,25.008,-6.099
-24.421,25.308,4.095
-3.325,-22.816,-6.971
1.449,-24.944,-4.649
-22.097,-26.932,-2.717
-20.911,-25.186,-9.359
-18.057,-25.296,-6.551
2.581,-23.456,6.147
2.443,-22.14,4.021
2.017,-20.464,2.165
1.221,-22.006,2.307
-14.983,-23.066,-10.291
-8.305,-35.886,6.499
-8.277,-36.948,5.441
-4.953,-36.908,5.303
-11.483,-36.314,5.053
1.173,-27.306,8.683
2.179,-23.892,4.747
-19.997,-26.556,-0.245
2.065,-27.642,-5.279
1.753,-27.05,-5.813
-7.999,-14.974,-20.127
-8.095,-14.288,-21.201
-4.995,-13.726,-17.287
-15.677,-33.998,2.669
-17.457,-29.972,-1.497
-16.645,-35.61,-3.711
-3.649,-27.544,13.413
-8.431,-30.698,11.859
-5.043,-30.504,11.791
-0.143,-26.468,11.315
-1.693,-28.924,10.265
2.535,-24.986,8.635
-11.677,-30.582,10.839
-8.417,-31.05,11.399
-11.505,-35.436,5.943
-21.225,-6.996,-31.265
-20.605,-7.55,-30.903
-21.161,-7.586,-30.937
-8.681,-12.654,-22.335
-7.513,-13.358,-21.583
-3.179,-23.936,-8.163
-6.045,-22.402,16.167
-8.687,-25.174,15.503
-4.793,-25.044,15.095
-2.027,-21.798,14.083
-7.631,-27.832,14.035
-17.315,-32.104,-7.109
-15.843,-26.694,-5.421
-15.897,-30.552,-9.023
-16.069,-26.3,11.163
-11.729,-30.442,11.463
-11.615,-27.704,13.991
-16.215,-28.066,8.399
1.495,-26.618,-6.271
3.135,-28.856,-0.387
3.359,-29.886,-1.443
1.151,-32.528,3.351
-1.663,-34.346,5.091
1.181,-27.724,8.235
1.181,-33.532,2.333
3.073,-23.204,8.007
2.751,-20.746,4.937
-4.981,-35.844,6.373
-1.633,-35.406,4.085
-10.611,-24.262,-8.107
-3.657,-9.39,-17.107
-2.203,-9.762,-17.077
-4.891,-13.206,-15.981
-19.847,-7.502,-30.863
-14.925,-6.228,-30.583
-15.801,-7.332,-30.303
-15.241,-7.592,-30.117
-1.823,-24.708,13.553
1.309,-24.016,10.695
1.285,-21.622,11.145
-20.631,-24.938,-9.743
-8.135,-15.588,-19.497
-11.347,-25.234,15.501
-15.879,-24.614,12.849
-10.395,-22.622,16.653
-15.469,-22.824,14.341
-3.629,-9.822,-18.603
-20.905,-4.34,-32.267
-15.711,-33.118,3.509
-15.619,-7.426,-30.239
-16.767,-7.328,-30.453
-0.535,-26.19,-7.375
-24.547,-8.51,-30.075
-25.467,-9.356,-29.425
-2.955,-5.01,-17.739
-10.637,-23.072,-6.885
-8.359,39.004,1.321
-7.405,36.44,5.193
-4.063,35.464,3.567
10.613,-48.062,-24.045
12.623,18.22,32.687
13.315,19.682,31.759
0.465,28.444,7.353
-2.285,29.214,9.731
2.339,25.416,8.023
0.581,28.04,7.799
2.425,23.934,5.509
5.707,37.432,-25.037
-10.919,21.952,-6.529
-12.229,22.412,-7.009
6.979,36.646,-24.669
-9.263,37.73,-19.991
-0.973,45.504,-24.015
17.537,17.87,32.831
18.183,13.766,25.623
16.327,15.436,31.319
18.115,10.75,28.581
6.677,-43.824,-23.167
6.721,-43.78,-23.139
16.171,9.682,29.291
13.925,9.158,28.965
12.325,10.532,27.731
-0.523,37.11,-3.025
-0.363,37.432,-3.867
11.431,11.168,26.259
14.879,19.978,34.197
14.193,18.748,34.757
10.279,-46.326,-26.197
10.201,-45.5,-27.223
-4.923,39.972,-0.487
-4.485,37.008,0.393
-1.987,36.41,-0.457
-4.839,37.238,0.461
-7.123,35.412,6.263
-2.403,29.654,9.297
9.853,-47.796,-18.957
-5.739,30.638,11.261
-5.629,30.27,11.665
15.289,15.252,18.293
14.561,14.024,18.201
12.431,13.83,17.277
12.845,18.112,7.813
13.007,18.676,10.173
13.629,18.864,12.549
15.137,18.56,15.271
16.583,13.348,21.047
9.925,12.37,19.081
12.099,11.932,21.603
14.147,13.064,20.861
12.397,16.43,15.765
10.535,16.78,12.561
10.519,14.04,15.625
6.109,11.13,16.079
10.437,13.228,15.491
8.543,12.33,12.675
3.045,23.344,7.629
2.823,20.586,4.811
3.239,20.958,7.249
6.841,7.362,24.995
12.273,7.944,26.923
-5.343,37.568,0.557
8.657,13.992,12.747
8.353,13.754,11.121
-4.833,37.092,0.513
-5.415,37.608,0.587
11.981,9.324,27.697
19.237,12.082,27.037
16.851,16.644,33.393
17.503,16.94,36.375
7.665,-47.736,-24.277
11.415,12.188,24.629
1.627,24.736,3.779
16.745,7.914,28.477
7.041,-45.638,-25.797
-3.845,27.168,13.407
-1.821,24.31,13.559
-0.351,26.54,10.969
-4.769,24.362,15.311
10.053,16.554,10.389
-10.309,42.046,-19.417
11.567,-42.374,-27.891
-24.193,-26.126,-9.789
-21.255,-25.136,-9.749
-24.675,34.864,-29.791
-30.411,-29.75,-13.501
-23.975,-30.86,-15.141
-27.199,-28.304,-11.333
-29.727,-26.278,-10.833
-31.705,-27.43,-11.347
-17.517,24.734,-4.755
-17.929,24.874,-4.511
-18.077,24.952,-4.159
-18.137,25.082,-3.009
15.539,-35.202,-17.451
13.807,-33.906,-16.925
-79.763,-3.68,-38.525
-79.485,-0.71,-39.935
-73.475,-5.774,-38.275
-68.059,-0.732,-40.689
-68.285,-7.01,-38.063
-62.407,-4.476,-39.905
-62.471,-0.734,-40.825
-54.609,-4.958,-39.317
-54.281,-0.72,-40.577
-46.089,-9.076,-35.061
13.003,-35.774,-28.565
11.485,-33.998,-27.717
18.831,3.69,37.013
19.613,13.688,1.937
20.395,12.712,-1.075
18.785,13.172,-2.035
12.399,-31.658,-24.117
12.667,-31.43,-24.453
13.543,-32.862,-25.757
-21.007,21.958,12.235
-22.595,22.912,9.835
-20.423,21.608,13.117
-24.377,24.144,7.041
-23.075,23.238,9.095
-24.711,24.376,6.515
5.745,-41.162,-26.305
6.521,-39.574,-27.327
6.187,-39.826,-27.765
6.127,-40.01,-27.565
6.613,-41.848,-29.095
8.987,-42.056,-30.139
6.537,-42.428,-28.703
-80.123,-4.306,-36.069
-80.387,-3.372,-34.701
14.841,-34.324,-18.823
14.881,-34.992,-17.713
13.919,13.77,21.599
16.167,14.294,21.925
11.973,12.7,22.305
14.871,-34.99,-17.711
14.077,-35.852,-18.215
6.897,-40.806,-29.637
8.809,-41.648,-30.113
6.855,-41.416,-29.203
-27.583,25.752,2.237
-27.695,25.776,2.083
-27.841,25.796,1.937
13.255,-30.162,-25.699
13.561,-32.05,-26.341
23.937,-10.504,6.299
17.053,17.436,36.983
12.089,-36.772,-29.163
18.731,13.084,22.177
22.267,12.07,21.851
24.011,11.5,19.361
-68.885,-4.13,-28.131
17.203,12.796,-2.837
16.043,9.382,-8.899
5.501,-9.256,21.141
5.493,-9.432,20.821
4.495,-9.946,18.333
4.153,-9.564,18.317
15.201,11.092,-6.061
16.573,11.384,-7.827
14.449,8.82,-7.135
16.491,17.042,5.635
18.023,16.908,6.279
33.945,12.87,11.753
9.779,-33.45,-29.357
11.615,-34.854,-29.825
24.145,10.946,21.485
-2.227,-42.224,-19.271
-20.985,-25.032,-9.741
12.207,-7.824,-0.579
12.255,-7.624,-0.671
12.301,-7.428,-0.763
12.369,-7.146,-0.893
12.409,-6.234,-0.967
12.375,-7.036,-0.903
-2.031,-37.818,-19.697
-2.177,-37.174,-20.279
2.417,-27.652,-7.289
15.703,14.558,23.079
18.111,14.128,23.193
13.499,-30.344,-24.561
13.415,-30.678,-24.025
-35.537,25.012,-6.061
-35.565,25.084,-6.141
18.261,13.242,-3.537
19.653,13.434,-4.511
-5.983,-43.446,-10.673
19.255,9.056,2.961
18.517,8.086,1.463
20.345,9.372,1.889
19.423,8.148,-0.013
18.821,7.792,0.049
19.533,8.206,-0.043
22.593,-12.158,7.957
22.489,-11.954,8.079
18.543,-10.91,4.887
22.553,-10.362,9.229
21.873,-10.992,8.733
22.457,-11.89,8.123
23.975,-10.148,6.287
23.603,-9.728,7.147
22.967,-9.482,8.525
23.957,-10.364,6.285
23.253,-9.124,8.529
